CO_LEG,District,Step
King033,5,15875
King034,9,15875
King036,1,15875
King037,9,15875
King039,6,15875
King041,9,15875
King043,1,15875
King045,1,15875
King046,1,15875
King047,9,15875
King048,6,15875
Kitsap023,2,15875
Kitsap026,0,15875
Kitsap035,2,15875
Kittitas013,4,15875
Klickitat015,4,15875
Lewis020,3,15875
Lincoln007,8,15875
Mason035,2,15875
Okanogan007,0,15875
Okanogan012,0,15875
Pacific019,2,15875
Pend Oreille007,8,15875
Pierce002,7,15875
Pierce025,5,15875
Pierce026,2,15875
Pierce027,5,15875
Pierce028,7,15875
Pierce029,7,15875
Pierce031,5,15875
San Juan040,6,15875
Skagit010,6,15875
Skagit021,0,15875
Skagit039,0,15875
Skagit040,6,15875
Skamania015,3,15875
Snohomish001,1,15875
Snohomish010,0,15875
Snohomish021,0,15875
Snohomish032,0,15875
Snohomish038,0,15875
Snohomish039,6,15875
Snohomish044,0,15875
Snohomish048,6,15875
Spokane003,8,15875
Spokane004,8,15875
Spokane006,8,15875
Spokane007,8,15875
Spokane009,8,15875
Stevens007,8,15875
Thurston002,3,15875
Thurston020,3,15875
Thurston022,7,15875
Thurston035,7,15875
Wahkiakum019,2,15875
Walla Walla016,4,15875
Whatcom039,0,15875
Whatcom040,6,15875
Whatcom042,0,15875
Whitman009,8,15875
Yakima013,4,15875
Yakima014,5,15875
Yakima015,4,15875
CO_LEG,District,Step
Adams009,4,15900
Asotin009,4,15900
Benton008,4,15900
Benton016,4,15900
Chelan012,6,15900
Clallam024,2,15900
Clark015,3,15900
Clark017,3,15900
Clark018,3,15900
Clark049,3,15900
Columbia016,4,15900
Cowlitz018,3,15900
Cowlitz019,2,15900
Douglas012,4,15900
Ferry007,8,15900
Franklin009,4,15900
Franklin016,4,15900
Garfield009,4,15900
Grant012,8,15900
Grant013,4,15900
Grays Harbor019,2,15900
Grays Harbor024,2,15900
Grays Harbor035,2,15900
Island010,0,15900
Jefferson024,2,15900
King001,1,15900
King005,6,15900
King011,9,15900
King030,5,15900
King031,5,15900
King032,1,15900
King033,5,15900
King034,9,15900
King036,1,15900
King037,9,15900
King039,6,15900
King041,9,15900
King043,1,15900
King045,6,15900
King046,1,15900
King047,9,15900
King048,6,15900
Kitsap023,2,15900
Kitsap026,0,15900
Kitsap035,2,15900
Kittitas013,4,15900
Klickitat015,4,15900
Lewis020,3,15900
Lincoln007,8,15900
Mason035,2,15900
Okanogan007,0,15900
Okanogan012,0,15900
Pacific019,2,15900
Pend Oreille007,8,15900
Pierce002,7,15900
Pierce025,5,15900
Pierce026,2,15900
Pierce027,7,15900
Pierce028,7,15900
Pierce029,7,15900
Pierce031,5,15900
San Juan040,6,15900
Skagit010,6,15900
Skagit021,0,15900
Skagit039,0,15900
Skagit040,6,15900
Skamania015,3,15900
Snohomish001,1,15900
Snohomish010,0,15900
Snohomish021,0,15900
Snohomish032,0,15900
Snohomish038,0,15900
Snohomish039,6,15900
Snohomish044,6,15900
Snohomish048,6,15900
Spokane003,8,15900
Spokane004,8,15900
Spokane006,8,15900
Spokane007,8,15900
Spokane009,8,15900
Stevens007,8,15900
Thurston002,3,15900
Thurston020,3,15900
Thurston022,7,15900
Thurston035,7,15900
Wahkiakum019,2,15900
Walla Walla016,4,15900
Whatcom039,0,15900
Whatcom040,6,15900
Whatcom042,0,15900
Whitman009,8,15900
Yakima013,4,15900
Yakima014,5,15900
Yakima015,4,15900
CO_LEG,District,Step
Adams009,4,15925
Asotin009,4,15925
Benton008,4,15925
Benton016,4,15925
Chelan012,4,15925
Clallam024,2,15925
Clark015,3,15925
Clark017,3,15925
Clark018,3,15925
Clark049,3,15925
Columbia016,4,15925
Cowlitz018,3,15925
Cowlitz019,3,15925
Douglas012,8,15925
Ferry007,8,15925
Franklin009,4,15925
Franklin016,4,15925
Garfield009,4,15925
Grant012,8,15925
Grant013,4,15925
Grays Harbor019,2,15925
Grays Harbor024,2,15925
Grays Harbor035,2,15925
Island010,0,15925
Jefferson024,2,15925
King001,1,15925
King005,9,15925
King011,9,15925
King030,5,15925
King031,5,15925
King032,1,15925
King033,5,15925
King034,9,15925
King036,1,15925
King037,9,15925
King039,4,15925
King041,6,15925
King043,1,15925
King045,6,15925
King046,1,15925
King047,9,15925
King048,6,15925
Kitsap023,2,15925
Kitsap026,0,15925
Kitsap035,2,15925
Kittitas013,4,15925
Klickitat015,4,15925
Lewis020,3,15925
Lincoln007,8,15925
Mason035,2,15925
Okanogan007,0,15925
Okanogan012,0,15925
Pacific019,2,15925
Pend Oreille007,8,15925
Pierce002,7,15925
Pierce025,5,15925
Pierce026,2,15925
Pierce027,7,15925
Pierce028,7,15925
Pierce029,7,15925
Pierce031,5,15925
San Juan040,6,15925
Skagit010,6,15925
Skagit021,0,15925
Skagit039,0,15925
Skagit040,6,15925
Skamania015,4,15925
Snohomish001,1,15925
Snohomish010,0,15925
Snohomish021,0,15925
Snohomish032,1,15925
Snohomish038,0,15925
Snohomish039,6,15925
Snohomish044,6,15925
Snohomish048,6,15925
Spokane003,8,15925
Spokane004,8,15925
Spokane006,8,15925
Spokane007,8,15925
Spokane009,8,15925
Stevens007,8,15925
Thurston002,3,15925
Thurston020,3,15925
Thurston022,2,15925
Thurston035,2,15925
Wahkiakum019,2,15925
Walla Walla016,4,15925
Whatcom039,0,15925
Whatcom040,6,15925
Whatcom042,0,15925
Whitman009,4,15925
Yakima013,4,15925
Yakima014,4,15925
Yakima015,4,15925
CO_LEG,District,Step
Adams009,4,15950
Asotin009,4,15950
Benton008,4,15950
Benton016,4,15950
Chelan012,6,15950
Clallam024,2,15950
Clark015,3,15950
Clark017,3,15950
Clark018,3,15950
Clark049,3,15950
Columbia016,4,15950
Cowlitz018,3,15950
Cowlitz019,3,15950
Douglas012,8,15950
Ferry007,0,15950
Franklin009,4,15950
Franklin016,4,15950
Garfield009,4,15950
Grant012,8,15950
Grant013,4,15950
Grays Harbor019,2,15950
Grays Harbor024,2,15950
Grays Harbor035,2,15950
Island010,0,15950
Jefferson024,2,15950
King001,6,15950
King005,9,15950
King011,9,15950
King030,5,15950
King031,5,15950
King032,1,15950
King033,5,15950
King034,9,15950
King036,1,15950
King037,9,15950
King039,6,15950
King041,9,15950
King043,1,15950
King045,6,15950
King046,1,15950
King047,5,15950
King048,6,15950
Kitsap023,0,15950
Kitsap026,0,15950
Kitsap035,2,15950
Kittitas013,4,15950
Klickitat015,4,15950
Lewis020,3,15950
Lincoln007,8,15950
Mason035,2,15950
Okanogan007,0,15950
Okanogan012,0,15950
Pacific019,2,15950
Pend Oreille007,8,15950
Pierce002,7,15950
Pierce025,5,15950
Pierce026,2,15950
Pierce027,7,15950
Pierce028,7,15950
Pierce029,7,15950
Pierce031,5,15950
San Juan040,6,15950
Skagit010,6,15950
Skagit021,0,15950
Skagit039,0,15950
Skagit040,6,15950
Skamania015,4,15950
Snohomish001,6,15950
Snohomish010,0,15950
Snohomish021,0,15950
Snohomish032,1,15950
Snohomish038,0,15950
Snohomish039,6,15950
Snohomish044,6,15950
Snohomish048,6,15950
Spokane003,8,15950
Spokane004,8,15950
Spokane006,8,15950
Spokane007,8,15950
Spokane009,8,15950
Stevens007,8,15950
Thurston002,3,15950
Thurston020,3,15950
Thurston022,2,15950
Thurston035,2,15950
Wahkiakum019,2,15950
Walla Walla016,4,15950
Whatcom039,0,15950
Whatcom040,0,15950
Whatcom042,0,15950
Whitman009,4,15950
Yakima013,4,15950
Yakima014,7,15950
Yakima015,4,15950
CO_LEG,District,Step
Adams009,4,15975
Asotin009,4,15975
Benton008,4,15975
Benton016,4,15975
Chelan012,0,15975
Clallam024,2,15975
Clark015,4,15975
Clark017,3,15975
Clark018,3,15975
Clark049,3,15975
Columbia016,4,15975
Cowlitz018,3,15975
Cowlitz019,3,15975
Douglas012,8,15975
Ferry007,0,15975
Franklin009,4,15975
Franklin016,4,15975
Garfield009,4,15975
Grant012,8,15975
Grant013,4,15975
Grays Harbor019,2,15975
Grays Harbor024,2,15975
Grays Harbor035,2,15975
Island010,0,15975
Jefferson024,2,15975
King001,1,15975
King005,9,15975
King011,9,15975
King030,5,15975
King031,4,15975
King032,1,15975
King033,5,15975
King034,9,15975
King036,1,15975
King037,9,15975
King039,6,15975
King041,9,15975
King043,1,15975
King045,6,15975
King046,1,15975
King047,5,15975
King048,6,15975
Kitsap023,2,15975
Kitsap026,2,15975
Kitsap035,0,15975
Kittitas013,4,15975
Klickitat015,4,15975
Lewis020,3,15975
Lincoln007,8,15975
Mason035,2,15975
Okanogan007,0,15975
Okanogan012,0,15975
Pacific019,2,15975
Pend Oreille007,8,15975
Pierce002,7,15975
Pierce025,7,15975
Pierce026,2,15975
Pierce027,5,15975
Pierce028,7,15975
Pierce029,7,15975
Pierce031,5,15975
San Juan040,6,15975
Skagit010,6,15975
Skagit021,0,15975
Skagit039,0,15975
Skagit040,6,15975
Skamania015,4,15975
Snohomish001,1,15975
Snohomish010,0,15975
Snohomish021,0,15975
Snohomish032,1,15975
Snohomish038,0,15975
Snohomish039,6,15975
Snohomish044,6,15975
Snohomish048,6,15975
Spokane003,8,15975
Spokane004,8,15975
Spokane006,8,15975
Spokane007,8,15975
Spokane009,8,15975
Stevens007,8,15975
Thurston002,3,15975
Thurston020,3,15975
Thurston022,7,15975
Thurston035,2,15975
Wahkiakum019,2,15975
Walla Walla016,4,15975
Whatcom039,0,15975
Whatcom040,6,15975
Whatcom042,0,15975
Whitman009,4,15975
Yakima013,4,15975
Yakima014,7,15975
Yakima015,4,15975
CO_LEG,District,Step
Adams009,4,16000
Asotin009,4,16000
Benton008,4,16000
Benton016,4,16000
Chelan012,0,16000
Clallam024,2,16000
Clark015,4,16000
Clark017,3,16000
Clark018,3,16000
Clark049,3,16000
Columbia016,4,16000
Cowlitz018,3,16000
Cowlitz019,3,16000
Douglas012,0,16000
Ferry007,0,16000
Franklin009,4,16000
Franklin016,4,16000
Garfield009,4,16000
Grant012,4,16000
Grant013,4,16000
Grays Harbor019,2,16000
Grays Harbor024,2,16000
Grays Harbor035,2,16000
Island010,0,16000
Jefferson024,2,16000
King001,1,16000
King005,9,16000
King011,9,16000
King030,5,16000
King031,4,16000
King032,1,16000
King033,5,16000
King034,9,16000
King036,1,16000
King037,9,16000
King039,6,16000
King041,9,16000
King043,1,16000
King045,6,16000
King046,1,16000
King047,5,16000
King048,6,16000
Kitsap023,2,16000
Kitsap026,2,16000
Kitsap035,0,16000
Kittitas013,4,16000
Klickitat015,4,16000
Lewis020,3,16000
Lincoln007,8,16000
Mason035,2,16000
Okanogan007,0,16000
Okanogan012,0,16000
Pacific019,3,16000
Pend Oreille007,8,16000
Pierce002,7,16000
Pierce025,7,16000
Pierce026,2,16000
Pierce027,5,16000
Pierce028,7,16000
Pierce029,5,16000
Pierce031,5,16000
San Juan040,6,16000
Skagit010,6,16000
Skagit021,0,16000
Skagit039,0,16000
Skagit040,6,16000
Skamania015,4,16000
Snohomish001,1,16000
Snohomish010,0,16000
Snohomish021,0,16000
Snohomish032,1,16000
Snohomish038,0,16000
Snohomish039,6,16000
Snohomish044,6,16000
Snohomish048,6,16000
Spokane003,8,16000
Spokane004,8,16000
Spokane006,8,16000
Spokane007,8,16000
Spokane009,8,16000
Stevens007,8,16000
Thurston002,3,16000
Thurston020,3,16000
Thurston022,7,16000
Thurston035,2,16000
Wahkiakum019,3,16000
Walla Walla016,4,16000
Whatcom039,0,16000
Whatcom040,6,16000
Whatcom042,0,16000
Whitman009,4,16000
Yakima013,4,16000
Yakima014,7,16000
Yakima015,4,16000
CO_LEG,District,Step
Adams009,4,16025
Asotin009,4,16025
Benton008,4,16025
Benton016,4,16025
Chelan012,0,16025
Clallam024,2,16025
Clark015,4,16025
Clark017,3,16025
Clark018,3,16025
Clark049,3,16025
Columbia016,4,16025
Cowlitz018,3,16025
Cowlitz019,3,16025
Douglas012,0,16025
Ferry007,0,16025
Franklin009,4,16025
Franklin016,4,16025
Garfield009,4,16025
Grant012,0,16025
Grant013,4,16025
Grays Harbor019,2,16025
Grays Harbor024,2,16025
Grays Harbor035,2,16025
Island010,0,16025
Jefferson024,2,16025
King001,6,16025
King005,9,16025
King011,9,16025
King030,5,16025
King031,4,16025
King032,1,16025
King033,5,16025
King034,9,16025
King036,1,16025
King037,9,16025
King039,6,16025
King041,9,16025
King043,1,16025
King045,6,16025
King046,1,16025
King047,5,16025
King048,6,16025
Kitsap023,2,16025
Kitsap026,2,16025
Kitsap035,0,16025
Kittitas013,4,16025
Klickitat015,4,16025
Lewis020,3,16025
Lincoln007,8,16025
Mason035,2,16025
Okanogan007,0,16025
Okanogan012,0,16025
Pacific019,3,16025
Pend Oreille007,8,16025
Pierce002,7,16025
Pierce025,5,16025
Pierce026,2,16025
Pierce027,5,16025
Pierce028,7,16025
Pierce029,5,16025
Pierce031,4,16025
San Juan040,6,16025
Skagit010,6,16025
Skagit021,0,16025
Skagit039,0,16025
Skagit040,6,16025
Skamania015,4,16025
Snohomish001,1,16025
Snohomish010,0,16025
Snohomish021,0,16025
Snohomish032,1,16025
Snohomish038,0,16025
Snohomish039,6,16025
Snohomish044,6,16025
Snohomish048,6,16025
Spokane003,8,16025
Spokane004,8,16025
Spokane006,8,16025
Spokane007,8,16025
Spokane009,8,16025
Stevens007,8,16025
Thurston002,3,16025
Thurston020,7,16025
Thurston022,7,16025
Thurston035,2,16025
Wahkiakum019,3,16025
Walla Walla016,4,16025
Whatcom039,0,16025
Whatcom040,6,16025
Whatcom042,0,16025
Whitman009,4,16025
Yakima013,4,16025
Yakima014,7,16025
Yakima015,4,16025
CO_LEG,District,Step
Adams009,8,16050
Asotin009,4,16050
Benton008,4,16050
Benton016,4,16050
Chelan012,0,16050
Clallam024,2,16050
Clark015,4,16050
Clark017,3,16050
Clark018,3,16050
Clark049,3,16050
Columbia016,4,16050
Cowlitz018,3,16050
Cowlitz019,3,16050
Douglas012,0,16050
Ferry007,0,16050
Franklin009,4,16050
Franklin016,4,16050
Garfield009,4,16050
Grant012,4,16050
Grant013,4,16050
Grays Harbor019,2,16050
Grays Harbor024,2,16050
Grays Harbor035,2,16050
Island010,6,16050
Jefferson024,2,16050
King001,6,16050
King005,6,16050
King011,9,16050
King030,5,16050
King031,7,16050
King032,1,16050
King033,9,16050
King034,9,16050
King036,1,16050
King037,9,16050
King039,6,16050
King041,9,16050
King043,1,16050
King045,6,16050
King046,1,16050
King047,5,16050
King048,6,16050
Kitsap023,2,16050
Kitsap026,2,16050
Kitsap035,0,16050
Kittitas013,4,16050
Klickitat015,4,16050
Lewis020,3,16050
Lincoln007,8,16050
Mason035,2,16050
Okanogan007,0,16050
Okanogan012,0,16050
Pacific019,3,16050
Pend Oreille007,8,16050
Pierce002,7,16050
Pierce025,4,16050
Pierce026,2,16050
Pierce027,5,16050
Pierce028,5,16050
Pierce029,5,16050
Pierce031,4,16050
San Juan040,6,16050
Skagit010,6,16050
Skagit021,0,16050
Skagit039,0,16050
Skagit040,6,16050
Skamania015,4,16050
Snohomish001,1,16050
Snohomish010,0,16050
Snohomish021,0,16050
Snohomish032,0,16050
Snohomish038,0,16050
Snohomish039,6,16050
Snohomish044,6,16050
Snohomish048,6,16050
Spokane003,8,16050
Spokane004,8,16050
Spokane006,8,16050
Spokane007,8,16050
Spokane009,8,16050
Stevens007,8,16050
Thurston002,3,16050
Thurston020,3,16050
Thurston022,7,16050
Thurston035,2,16050
Wahkiakum019,3,16050
Walla Walla016,4,16050
Whatcom039,0,16050
Whatcom040,6,16050
Whatcom042,0,16050
Whitman009,4,16050
Yakima013,4,16050
Yakima014,7,16050
Yakima015,4,16050
CO_LEG,District,Step
Adams009,4,16075
Asotin009,4,16075
Benton008,4,16075
Benton016,4,16075
Chelan012,6,16075
Clallam024,2,16075
Clark015,3,16075
Clark017,3,16075
Clark018,3,16075
Clark049,3,16075
Columbia016,4,16075
Cowlitz018,3,16075
Cowlitz019,3,16075
Douglas012,4,16075
Ferry007,0,16075
Franklin009,4,16075
Franklin016,4,16075
Garfield009,4,16075
Grant012,4,16075
Grant013,4,16075
Grays Harbor019,2,16075
Grays Harbor024,2,16075
Grays Harbor035,2,16075
Island010,6,16075
Jefferson024,2,16075
King001,1,16075
King005,6,16075
King011,9,16075
King030,5,16075
King031,7,16075
King032,1,16075
King033,9,16075
King034,9,16075
King036,1,16075
King037,9,16075
King039,6,16075
King041,9,16075
King043,9,16075
King045,1,16075
King046,1,16075
King047,5,16075
King048,6,16075
Kitsap023,2,16075
Kitsap026,2,16075
Kitsap035,0,16075
Kittitas013,4,16075
Klickitat015,4,16075
Lewis020,3,16075
Lincoln007,4,16075
Mason035,2,16075
Okanogan007,0,16075
Okanogan012,0,16075
Pacific019,3,16075
Pend Oreille007,8,16075
Pierce002,7,16075
Pierce025,7,16075
Pierce026,2,16075
Pierce027,5,16075
Pierce028,5,16075
Pierce029,5,16075
Pierce031,4,16075
San Juan040,6,16075
Skagit010,6,16075
Skagit021,0,16075
Skagit039,0,16075
Skagit040,6,16075
Skamania015,4,16075
Snohomish001,1,16075
Snohomish010,0,16075
Snohomish021,0,16075
Snohomish032,0,16075
Snohomish038,0,16075
Snohomish039,6,16075
Snohomish044,0,16075
Snohomish048,6,16075
Spokane003,8,16075
Spokane004,8,16075
Spokane006,8,16075
Spokane007,8,16075
Spokane009,8,16075
Stevens007,8,16075
Thurston002,3,16075
Thurston020,3,16075
Thurston022,7,16075
Thurston035,7,16075
Wahkiakum019,3,16075
Walla Walla016,4,16075
Whatcom039,0,16075
Whatcom040,6,16075
Whatcom042,0,16075
Whitman009,4,16075
Yakima013,4,16075
Yakima014,7,16075
Yakima015,4,16075
CO_LEG,District,Step
Adams009,4,16100
Asotin009,4,16100
Benton008,4,16100
Benton016,4,16100
Chelan012,6,16100
Clallam024,2,16100
Clark015,3,16100
Clark017,3,16100
Clark018,3,16100
Clark049,3,16100
Columbia016,4,16100
Cowlitz018,3,16100
Cowlitz019,3,16100
Douglas012,4,16100
Ferry007,0,16100
Franklin009,4,16100
Franklin016,4,16100
Garfield009,4,16100
Grant012,4,16100
Grant013,4,16100
Grays Harbor019,2,16100
Grays Harbor024,2,16100
Grays Harbor035,3,16100
Island010,6,16100
Jefferson024,2,16100
King001,1,16100
King005,6,16100
King011,9,16100
King030,5,16100
King031,7,16100
King032,1,16100
King033,9,16100
King034,9,16100
King036,1,16100
King037,9,16100
King039,6,16100
King041,9,16100
King043,9,16100
King045,1,16100
King046,1,16100
King047,5,16100
King048,6,16100
Kitsap023,2,16100
Kitsap026,2,16100
Kitsap035,0,16100
Kittitas013,4,16100
Klickitat015,4,16100
Lewis020,3,16100
Lincoln007,4,16100
Mason035,2,16100
Okanogan007,0,16100
Okanogan012,0,16100
Pacific019,3,16100
Pend Oreille007,8,16100
Pierce002,7,16100
Pierce025,5,16100
Pierce026,2,16100
Pierce027,5,16100
Pierce028,5,16100
Pierce029,5,16100
Pierce031,7,16100
San Juan040,6,16100
Skagit010,6,16100
Skagit021,0,16100
Skagit039,0,16100
Skagit040,6,16100
Skamania015,3,16100
Snohomish001,1,16100
Snohomish010,0,16100
Snohomish021,0,16100
Snohomish032,0,16100
Snohomish038,0,16100
Snohomish039,6,16100
Snohomish044,1,16100
Snohomish048,6,16100
Spokane003,8,16100
Spokane004,8,16100
Spokane006,8,16100
Spokane007,8,16100
Spokane009,8,16100
Stevens007,8,16100
Thurston002,3,16100
Thurston020,3,16100
Thurston022,7,16100
Thurston035,2,16100
Wahkiakum019,3,16100
Walla Walla016,4,16100
Whatcom039,0,16100
Whatcom040,6,16100
Whatcom042,0,16100
Whitman009,4,16100
Yakima013,4,16100
Yakima014,7,16100
Yakima015,4,16100
CO_LEG,District,Step
Adams009,4,16125
Asotin009,4,16125
Benton008,4,16125
Benton016,3,16125
Chelan012,4,16125
Clallam024,2,16125
Clark015,3,16125
Clark017,3,16125
Clark018,3,16125
Clark049,3,16125
Columbia016,4,16125
Cowlitz018,3,16125
Cowlitz019,3,16125
Douglas012,4,16125
Ferry007,0,16125
Franklin009,4,16125
Franklin016,4,16125
Garfield009,4,16125
Grant012,4,16125
Grant013,4,16125
Grays Harbor019,2,16125
Grays Harbor024,2,16125
Grays Harbor035,3,16125
Island010,6,16125
Jefferson024,2,16125
King001,1,16125
King005,6,16125
King011,9,16125
King030,5,16125
King031,7,16125
King032,1,16125
King033,9,16125
King034,9,16125
King036,1,16125
King037,9,16125
King039,6,16125
King041,9,16125
King043,1,16125
King045,6,16125
King046,1,16125
King047,5,16125
King048,6,16125
Kitsap023,2,16125
Kitsap026,2,16125
Kitsap035,0,16125
Kittitas013,4,16125
Klickitat015,3,16125
Lewis020,3,16125
Lincoln007,8,16125
Mason035,2,16125
Okanogan007,0,16125
Okanogan012,0,16125
Pacific019,3,16125
Pend Oreille007,8,16125
Pierce002,7,16125
Pierce025,7,16125
Pierce026,2,16125
Pierce027,5,16125
Pierce028,2,16125
Pierce029,5,16125
Pierce031,7,16125
San Juan040,6,16125
Skagit010,6,16125
Skagit021,0,16125
Skagit039,0,16125
Skagit040,6,16125
Skamania015,3,16125
Snohomish001,1,16125
Snohomish010,0,16125
Snohomish021,0,16125
Snohomish032,0,16125
Snohomish038,0,16125
Snohomish039,6,16125
Snohomish044,1,16125
Snohomish048,6,16125
Spokane003,8,16125
Spokane004,8,16125
Spokane006,8,16125
Spokane007,8,16125
Spokane009,8,16125
Stevens007,8,16125
Thurston002,3,16125
Thurston020,3,16125
Thurston022,2,16125
Thurston035,2,16125
Wahkiakum019,3,16125
Walla Walla016,4,16125
Whatcom039,0,16125
Whatcom040,0,16125
Whatcom042,0,16125
Whitman009,4,16125
Yakima013,4,16125
Yakima014,7,16125
Yakima015,4,16125
CO_LEG,District,Step
Adams009,4,16150
Asotin009,4,16150
Benton008,4,16150
Benton016,4,16150
Chelan012,4,16150
Clallam024,2,16150
Clark015,3,16150
Clark017,3,16150
Clark018,3,16150
Clark049,3,16150
Columbia016,4,16150
Cowlitz018,3,16150
Cowlitz019,3,16150
Douglas012,4,16150
Ferry007,0,16150
Franklin009,4,16150
Franklin016,4,16150
Garfield009,4,16150
Grant012,4,16150
Grant013,4,16150
Grays Harbor019,2,16150
Grays Harbor024,2,16150
Grays Harbor035,2,16150
Island010,6,16150
Jefferson024,2,16150
King001,1,16150
King005,9,16150
King011,9,16150
King030,5,16150
King031,5,16150
King032,1,16150
King033,9,16150
King034,9,16150
King036,1,16150
King037,9,16150
King039,6,16150
King041,9,16150
King043,1,16150
King045,6,16150
King046,1,16150
King047,5,16150
King048,6,16150
Kitsap023,2,16150
Kitsap026,2,16150
Kitsap035,0,16150
Kittitas013,4,16150
Klickitat015,3,16150
Lewis020,3,16150
Lincoln007,8,16150
Mason035,2,16150
Okanogan007,0,16150
Okanogan012,0,16150
Pacific019,3,16150
Pend Oreille007,8,16150
Pierce002,7,16150
Pierce025,7,16150
Pierce026,2,16150
Pierce027,5,16150
Pierce028,2,16150
Pierce029,5,16150
Pierce031,7,16150
San Juan040,6,16150
Skagit010,6,16150
Skagit021,0,16150
Skagit039,0,16150
Skagit040,6,16150
Skamania015,3,16150
Snohomish001,1,16150
Snohomish010,0,16150
Snohomish021,0,16150
Snohomish032,0,16150
Snohomish038,0,16150
Snohomish039,6,16150
Snohomish044,0,16150
Snohomish048,6,16150
Spokane003,8,16150
Spokane004,8,16150
Spokane006,8,16150
Spokane007,8,16150
Spokane009,8,16150
Stevens007,8,16150
Thurston002,3,16150
Thurston020,3,16150
Thurston022,2,16150
Thurston035,2,16150
Wahkiakum019,3,16150
Walla Walla016,4,16150
Whatcom039,0,16150
Whatcom040,6,16150
Whatcom042,0,16150
Whitman009,4,16150
Yakima013,4,16150
Yakima014,7,16150
Yakima015,4,16150
CO_LEG,District,Step
Adams009,4,16175
Asotin009,4,16175
Benton008,4,16175
Benton016,4,16175
Chelan012,0,16175
Clallam024,2,16175
Clark015,3,16175
Clark017,3,16175
Clark018,3,16175
Clark049,3,16175
Columbia016,4,16175
Cowlitz018,3,16175
Cowlitz019,3,16175
Douglas012,4,16175
Ferry007,0,16175
Franklin009,4,16175
Franklin016,4,16175
Garfield009,4,16175
Grant012,4,16175
Grant013,4,16175
Grays Harbor019,2,16175
Grays Harbor024,2,16175
Grays Harbor035,2,16175
Island010,0,16175
Jefferson024,2,16175
King001,6,16175
King005,9,16175
King011,9,16175
King030,5,16175
King031,5,16175
King032,1,16175
King033,9,16175
King034,9,16175
King036,1,16175
King037,9,16175
King039,6,16175
King041,9,16175
King043,1,16175
King045,6,16175
King046,1,16175
King047,5,16175
King048,6,16175
Kitsap023,2,16175
Kitsap026,2,16175
Kitsap035,0,16175
Kittitas013,4,16175
Klickitat015,3,16175
Lewis020,3,16175
Lincoln007,4,16175
Mason035,2,16175
Okanogan007,0,16175
Okanogan012,0,16175
Pacific019,2,16175
Pend Oreille007,8,16175
Pierce002,7,16175
Pierce025,7,16175
Pierce026,2,16175
Pierce027,5,16175
Pierce028,5,16175
Pierce029,5,16175
Pierce031,5,16175
San Juan040,6,16175
Skagit010,6,16175
Skagit021,0,16175
Skagit039,0,16175
Skagit040,6,16175
Skamania015,3,16175
Snohomish001,1,16175
Snohomish010,0,16175
Snohomish021,0,16175
Snohomish032,0,16175
Snohomish038,0,16175
Snohomish039,6,16175
Snohomish044,0,16175
Snohomish048,6,16175
Spokane003,8,16175
Spokane004,8,16175
Spokane006,8,16175
Spokane007,8,16175
Spokane009,8,16175
Stevens007,8,16175
Thurston002,3,16175
Thurston020,2,16175
Thurston022,2,16175
Thurston035,2,16175
Wahkiakum019,3,16175
Walla Walla016,4,16175
Whatcom039,0,16175
Whatcom040,6,16175
Whatcom042,6,16175
Whitman009,4,16175
Yakima013,4,16175
Yakima014,7,16175
Yakima015,4,16175
CO_LEG,District,Step
Adams009,4,16200
Asotin009,4,16200
Benton008,4,16200
Benton016,4,16200
Chelan012,0,16200
Clallam024,2,16200
Clark015,3,16200
Clark017,3,16200
Clark018,3,16200
Clark049,3,16200
Columbia016,4,16200
Cowlitz018,3,16200
Cowlitz019,3,16200
Douglas012,4,16200
Ferry007,0,16200
Franklin009,4,16200
Franklin016,4,16200
Garfield009,4,16200
Grant012,4,16200
Grant013,4,16200
Grays Harbor019,2,16200
Grays Harbor024,2,16200
Grays Harbor035,2,16200
Island010,0,16200
Jefferson024,2,16200
King001,1,16200
King005,5,16200
King011,5,16200
King030,5,16200
King031,5,16200
King032,1,16200
King033,9,16200
King034,9,16200
King036,1,16200
King037,9,16200
King039,6,16200
King041,9,16200
King043,1,16200
King045,6,16200
King046,1,16200
King047,5,16200
King048,6,16200
Kitsap023,2,16200
Kitsap026,2,16200
Kitsap035,0,16200
Kittitas013,4,16200
Klickitat015,3,16200
Lewis020,7,16200
Lincoln007,4,16200
Mason035,2,16200
Okanogan007,0,16200
Okanogan012,0,16200
Pacific019,2,16200
Pend Oreille007,8,16200
Pierce002,7,16200
Pierce025,7,16200
Pierce026,2,16200
Pierce027,5,16200
Pierce028,5,16200
Pierce029,7,16200
Pierce031,5,16200
San Juan040,6,16200
Skagit010,6,16200
Skagit021,0,16200
Skagit039,0,16200
Skagit040,6,16200
Skamania015,3,16200
Snohomish001,0,16200
Snohomish010,0,16200
Snohomish021,0,16200
Snohomish032,1,16200
Snohomish038,0,16200
Snohomish039,6,16200
Snohomish044,0,16200
Snohomish048,6,16200
Spokane003,8,16200
Spokane004,8,16200
Spokane006,8,16200
Spokane007,8,16200
Spokane009,8,16200
Stevens007,8,16200
Thurston002,2,16200
Thurston020,2,16200
Thurston022,7,16200
Thurston035,2,16200
Wahkiakum019,2,16200
Walla Walla016,4,16200
Whatcom039,0,16200
Whatcom040,6,16200
Whatcom042,6,16200
Whitman009,4,16200
Yakima013,4,16200
Yakima014,7,16200
